District,SS,Toponym,Chrononym,Def,Context,Year,Comment,Latitude,Longitude,DISS
С-Слав,Расловский,Климцево,ПЕТРоВ ДеНЬ,"праздник, отмечаемый 12 июля в б. д. Дичёво Расловского с/с",ПетрОвки были перед ПетрОвым днЁм.,2019 лето,,,,
Пав,Петропавловский,Вторая Грязучая,ПЕТРоВ ДеНЬ,"день свв. Петра и Павла, отмечаемый 12 июля (н. ст.)","Обязательно в праздник, в ИльИн день, в ПетрОв день, дождь бывает. Отдохнуть людям надо.",2009 авг.,,,,
Шар,Заболотский,Балаболиха,ПЕТРоВ ДеНЬ,"день св. Петра и Павла, 12 июля","Петров день 12 июля ‒ большой, годовОй праздник.",2014 авг.,,,,
Пав,Петропавловский,Карпово,ПЕТРоВ ДеНЬ,день в честь свв. Петра и Павла в д. Карпово Петропавловского с/с,"ПетрОв День в КАрпово отмечали, 12 июля.",2009 авг.,,,,
Пав,Петропавловский,Большая Берёзовка,ПЕТРоВ ДеНЬ,"престольный праздник в д. Карпово Петропавловского с/с, 12 июля",,2009 авг.,,,,
Шар,Конёвский,Медведица,ПЕТРоВ ДеНЬ,"день славных и всехвальных первоверховных апостолов Петра и Павла, отмечавшийся в б. д. Варварино 12 июля",После ПетрОва дня на покос все поехали в ЗарекУ.,2012 лето,,,,
С-Слав,Расловский,Леонтьево,ПЕТРоВ ДеНЬ,"праздник, который отмечается в д. Леонтьево Расловского с/с 12 июля","на ПетрОв дЕнь пироги пекли, колобки пекли, плюшки пекли, всё пекли на такие праздники.",2019 лето,,,,
Шар,Одоевский,Нежданово,ПЕТРоВ ДеНЬ,12 июля,Слепни кончаются в ПетрОв день.,2012 лето,,,,
С-Гал,Верхне-Березовецкий,Мартыново,ПЕТРоВ ДеНЬ,церковный праздник 12 июля в д. Мартыново Березовецкого с/с,,2003 июль,,,,
С-Гал,Первомайский,Лысцево,ПЕТРоВ ДеНЬ,"праздник, отмечаемый 12 июля","В ИвАнов день в колхОзе покОс начинАли, в ПетрОв день своИ гувЕнники косЯт.",2003 июль,ПёТР-ПаВЕЛ,,,
Парф,Парфеньевский,Кукушкино,ПЕТРоВ ДеНЬ,"праздник, отмечаемый в д. Кукушкино Парфеньевского с/с 12.08.",Пётр и Павел час убавил.,2006 авг.,,,,
Пав,Петропавловский,Карпово,ПЕТРоВ ДеНЬ,"праздник, отмечаемый в д. Карпово Петропавловского с/с 12 июня","ПетрОв день отмечали 12 июня в КАрпово. Как вот раньше все плясали, в теливизоре как народно творчество.",2009 авг.,,,,
Пав,Павинский,Бурковщина,ПЕТРоВ ДеНЬ,"праздник, отмечаемый 11‒12 июля в с. Петропавловское, с. Карпово и в д. Кукшиньга","Вот ПетрОв день у нас прАздновали, вот в ПетропАвловске. Очень хорОший прАздник. В пЕрвый день 11 числа собирАлись на КувшИнге, а 12 июля уже собирАлись на КАрпове.",2009 авг.,,,,
С-Гал,Куземинский,Бородавицино,ПЕТРоВ ДеНЬ,"престольный праздник, отмечавшийся в б. д. Вяхирево 12 июля",,2003 июль,,,,
С-Слав,Воронский,Завражье,ПЕТРоВ ДеНЬ,"праздник, отмечаемый 12 июля в д. Завражье Воронского с/с",,2019 лето,,,,
С-Слав,Судиславский,Глебово,ПЕТРоВ ДеНЬ,"праздник, отмечаемый в д. Раково и д. Жолобово Судиславского с/с",,2019 лето,,,,
Шар,Шангский,Осипово,ПЕТРоВ ДеНЬ,"12 июля, престольный праздник д. Осипово Шангского с/с","НаряжЁнки были ‒ сарафаны старинные с кружевами нашиты, кофты такие. Тут был праздник, ПетрОв дЕнь, 12 июля. Это был деревенский праздник. Со всех деревень сюда съезжались. И в этот день у всех были гости. И вот потом эти гости все выходили на улицу и наряжались наряжЁнками: вот эти вот сарафаны старинные. Вот это и называлось: наряжЁнки. Не то, чтобы вот они в этом пришли, а надевали сарафаны, рубахи старинны расшитЫе тут вот, повязывались как-то интересно. И ПокрОв был еще наш праздник, 14 октября. В каждой деревне был свой праздник. А 12 июля был ПетрЫ и ПАвлы – ФролЫ и ЛАвры. Это был престольный праздник деревни Осипово. Это один и тот же праздник, ПетрЫ и ПАвлы, а к ним еще добавляются ФролЫ и ЛАвры. А так это ПетрОв день зовётся. Говорили всё: ПетрОв день без дождя не бывает. Так же, как 2 августа вот был ИльИн день, он тоже без дождя не бывает. Я с детства помню, что ПетрОв день – гроза будет.",2013 лето,"ПЕТРы И ПаВЛЫ, ФРОЛы И ЛаВРЫ",,,
Пав,Петропавловский,Кукшинга,ПЕТРоВ ДеНЬ,"день свв. Петра и Павла, 12 июля","С ПетрОва дни не летают, дак эти насекомые, семики.",2009 авг.,,,,
Парф,Васиковский,Беликово,ПЕТРоВ ДеНЬ,праздник в д. Беликово Васиковского с/с (12 июля День Первоверховных апостолов Петра и Павла),"На ВознесЕние, да на ПетрОв День к нам, в БеликОво, и приходИли гулЯть.",2006 авг.,,,,
Окт,Соловецкий,Соловецкое,ПЕТРоВ ДеНЬ,12 июля,"ДАльше ПетрОв День двенадцатого июля, ИльИн День второго августа.",2011 авг.,,,,
Окт,Власовский,Веденьё,ПЕТРоВ ДеНЬ,12 июля,Сенокос после ПетрОва дня начинался.,2011 авг.,< Соловецкий с/с,,,
Пав,Леденгский,Леденгск,ПЕТРоВ ДеНЬ,12 июля,"""В ПетрОв День молятся: - Дай, Господи, дождичка на урожай: тихонького да смирненького.""",2009 авг.,,,,
Вохом,Семёновский,Спас,ПЕТРоВ ДеНЬ,церковный праздник 12 июля,"ПетрОв день был 12 июля. Петр да Павел час убавил, а Илья-пророк два уволок.",2011 авг.,,,,
Пав,Леденгский,Леденгск,ПЕТРоВ ДеНЬ,12 июля,"Сначала ДУхов День, потом ПетрОв День.",2009 авг.,,,,
Мак,Николо-Макаровский,Николо-Макарово,ПЕТРоВ ДеНЬ,престольный праздник в д. Авксентьево Николо-Макаровского с/с,ПетрОв день в д. Авксентьево отмечали.,2022 лето,,,,
Пыщ,Пыщугский,Пыщуг,ПЕТРоВ ДеНЬ,12 июля,"В Зубарях-то мы ПетрОв день справляли, ПетрОв прАздник.",2015 лето,,,,
Пав,Медведицкий,Медведица,ПЕТРоВ ДеНЬ,"день св. Петра и Павла, 12 июля","Начинали косить ‒ ИвАнов День, седьмое июля ‒ все травы расцвели к этому дню. А уж с ПетрОва дня ‒ обязательно. Петров ‒ двенадцатое июля.",2009 авг.,,,,
Нерех,Емсненский,Емсна,ПЕТРоВ ДеНЬ,"один из годичных праздников, который отмечался 12 июля в д. Толбухино Емсненского с/с",Деревня была Толбухино ‒ там ПетрОв дЕнь.,2019 лето,,,,
Мак,Унженский,Унжа,ПЕТРоВ ДеНЬ,12 июля,,2021 ноябрь,,,,
Буй,Шушкодомский,Шушкодом,ПЕТРоВ ДеНЬ,день почитания святого Петра,"Кукушка на ЕгОрьев дЕнь, на шестое мая, прилетает, до ПетрОва днЯ кукует, а с ПетрОва днЯ не кукует, она делается полунОшница. Ночью мы майских жуков пойдём бить метёлкам, и кукушка летает. Вон летит полунОшница.",2018 лето,,,,
Пав,Леденгский,Леденгск,ПЕТРоВ ДеНЬ,праздник 12 июля,ПетрОв День ‒ двенадцатого июля.,2009 авг.,ПЕТРы И ПаВЛЫ,,,
Пыщ,Пыщугский,Пыщуг,ПЕТРоВ ДеНЬ,12 июля,,2015 лето,,,,
Вохом,Семёновский,Спас,ПЕТРоВ ДеНЬ,праздник 12 июля,"У кого семьи покрепче были начинали с ПетрОва Дня сенокос, чтоб трава зацвела.",2011 авг.,,,,
Вохом,Сосновский,Марково,ПЕТРоВ ДеНЬ,православный праздник 12 июля,"Говорят, до Петрова дня паутЫ такие бывают у коров, ну это овод такой, паутАми называются, и они до ПетрОва дня.",2012 лето,,,,
Вохом,Воробьевицкий,Воробьёвица,ПЕТРоВ ДеНЬ,"праздник, отмечаемый 12 июля",В ПетрОв День насекомых становилось меньше.,2011 авг.,,,,
Окт,Соловецкий,Соловецкое,ПЕТРоВ ДеНЬ,12 июля,После ПетрОва Дня слепнИ пропадАют.,2011 авг.,,,,
Нерех,Татарский,Татарское,ПЕТРоВ ДеНЬ,"праздник в д. Любимово Татарского с/с, отмечаемый 12 июля",Скоро Петров день ‒ Пётр и Павел час убавил. Илья Пророк два <часа> уволок. Фрол Лавёр три упёр. Иван Постный 4 <часа> порснул.Скоро Петров день ‒ Пётр и Павел час убавил. Илья Пророк два <часа> уволок. Фрол Лавёр три упёр. Иван Постный 4 <часа> порснул.,2019 лето,,,,
Нерех,Владычневский,Владычное,ПЕТРоВ ДеНЬ,"праздник, отмечаемый 12 июля в д. Капустино Владычневского с/с",В Капустине был Петров день.,2019 лето,,,,
Ост,Адищевский,Адищево,ПЕТРоВ ДеНЬ,"праздник, отмечаемый 12 июля в с. Адищево",,2023 лето,,,,
Пав,Павинский,Павино,ПЕТРоВ ДеНЬ,"праздник, отмечаемый 12 июля",С ПетрОва Дня сЕно косИть начинАют.,2009 авг.,,,,
Буй,Дьяконовский,Боярское,ПЕТРоВ ДеНЬ,день почитания святого Петра,"Был ПетрОв дЕнь, пост не такой строгий. За РожествОм, пятнадцатого августа.",2018 лето,,,,
С-Слав,Шаховский,Шахово,ПЕТРоВ ДеНЬ,"праздник, отмечаемый в с. Шахово 12 июля","ПокрОв, а местное население отмечает ПетрОв ДЕнь и ТИхвинскую",2019 лето,,,,
Вохом,Согорский,Согра,ПЕТРоВ ДеНЬ,День 12 июля,"Косить начинали с ПетрОва днЯ, с 12 июля.",2012 лето,,,,
Пав,Петропавловский,Петропавловское,ПЕТРоВ ДеНЬ,"престольный праздник в с. Петропавловское и д. Карпово (Петропавловский с/с, Павинский район)","На ПетрОв день ‒ в ПетропАвловское, на КАрпово",2011 авг.,,,,
Шар,Зебляки,Зебляки,ПЕТРоВ ДеНЬ,12 июля,"ПетрОв дЕнь, 12 июля, ПетрЫ и ПАвлы. На 12 июля стог смечешь, а 13-го отдохнуть дадут.",2014 авг.,ПЕТРы И ПаВЛЫ,,,
Шар,Конёвский,Конёво,ПЕТРоВ ДеНЬ,12 июля,До ПетрОва дня убьЁшь слепнЯ ‒ прибывАет решетО. После ПетрОва дня убьЁшь слепнЯ ‒ убывАет решетО.,2012 лето,,,,
Парф,Матвеевский,Матвеево,ПЕТРоВ ДеНЬ,"праздник, отмечаемый в с. Матвеево 12 июля",,2006 авг.,,,,
Пав,Петропавловский,Шайма,ПЕТРоВ ДеНЬ,день в честь свв. Петра и Павла в Петропавловском с/с,"ПетрОв День начинали отмечать 11 июля на Кукшинге, 12 июля в Петропавловске, а 13 июля на Карпове с утра.",2009 авг.,,,,
Окт,Покровский,Боговарово,ПЕТРоВ ДеНЬ,"православный праздник, отмечаемый 12 июля в с. Боговарово Октябрьского района","ИльИнские пОводи бывали, ПетрОйская пОводь. ПетрОв день праздновали в Боговарове двенадцатого июля ‒ тоже пОводи бывали.",2012 лето,,,,
Пав,Петропавловский,Карпово,ПЕТРоВ ДеНЬ,"праздник, который отмечался 12 июля в д. Карпово (Павинского р-на)",,2011 авг.,,,,
С-Гал,Верхне-Березовецкий,Калинино,ПЕТРоВ ДеНЬ,престольный праздник в д. Коротково Верхне-Березовецкого с/с,Гостей звали в Петров День.,2003 июль,,,,
Пав,Петропавловский,Петропавловское,ПЕТРоВ ДеНЬ,день в честь свв. Петра и Павла в Петропавловском с/с,"В Петропавловск девчонки бегали в ПетрОв День, он 12 июля был.",2009 авг.,,,,
Вохом,Маручатский,Богатыриха,ПЕТРоВ ДеНЬ,праздник 12 июля,,2011 авг.,,,,
Вохом,Сосновский,Конница,ПЕТРоВ ДеНЬ,православный праздник 12 июля,"""ПетрОво ГовИньё перед ПетрОвым днём. // ЯИшно ЗАговеньё после Троицы через неделю, от его до ПетрОва дня ‒ это ПетрОво ГовИньё.""",2012 лето,,,,
Пав,Петропавловский,Петропавловское,ПЕТРоВ ДеНЬ,"день свв. Петра и Павла, отмечаемый в с. Петропавловское 12 июля (н. ст.)","На КукшИнге гуляли накануне ПетрОва дня, в ПетрОвку. ПетрОв день отмечали в селе у нас.",2009 авг.,Ср. ПЕТРоВКА.,,,
Вохом,Согорский,Согра,ПЕТРоВ ДеНЬ,12 июля,"А потом уж начинается этот овод назывался, паутЫ. Овод вот этот, они с Петрова дня, с двенадцатого.",2012 лето,,,,
Вохом,Петрецовский,Сенькино,ПЕТРоВ ДеНЬ,12 июля,"ПетрЫ и ПАвлы-менИнники двенадцатого июля вроде, после ПетрОва дня они гибнут, паутЫ.",2012 лето,,,,
Пав,Петропавловский,Карпово,ПЕТРоВ ДеНЬ,"престольный праздник в д. Карпово (Петропавловского с/с Павинского р-на), куда ходили в гости жители Согорского с/с","ПетрОв ДЕнь ‒ семь с половиной километров от СОгры. На КАрпово ходили на Игрища, плясали. ВосьмерА, Общего ‒ это ходили так кругом и выходили навстречу друг другу.",2012 лето,,,,
Кологр,Чежемский,Большая Чежма,ПЕТРоВ ДеНЬ,12 июля,"Кукушка кукует до Иванова дня, а деркач ‒ до Петрова дня.",2024 лето,,,,
Кологр,Илешевский,Варзенга,ПЕТРоВ ДеНЬ,12 июля,После ПетрОва днЯ начинается сенокос.,2024 лето,,,,
Кологр,Илешевский,Варзенга,ПЕТРоВ ДеНЬ,"день святых апостолов Петра и Павла, приходящийся на 12 июня",После ПетрОва днЯ сено косят.,2024 лето,,,,
Чухл,Петровский,Еляково,ПЕТРоВ ДЕНЬ,"праздник, отмечаемый 12 июля в б. д. Капустино Петровского с/с","Если в ПетрОв дЕнь гроза ‒ Пётр подъезжает, в МакАрий гремит ‒ Макарий подъезжает…",2024 лето,,,,
Ост,Заборский,Вязовка,ПЕТРоВ ДеНЬ,престольный праздник в д. Киленки Заборского с/с,,2024 лето,,,,
Кологр,Уромский,Ивтино,ПЕТРоВ ПоСТ,12 июля,"Праздновали 12-го июля ПетрОв день, потом ИвАнов дЕнь был 7 июля.",2024 лето,,,,
Мак,Юровский,Большие Рымы,ПЕТРоВ ПоСТ,пост перед Петровым днем (12 июля),"Заговенье через неделю после Духова дня, как на Петров пост заговенье. Заговенье гуляли в Шерстнях да в Окатах.",2023 лето,,,,
Шар,Ивановский,Берзиха,ПЕТРоВ ПоСТ,"пост, начинающийся после Троицы и кончающийся 12 июля",ПётрОв пост ‒ после Троицы до ПетрОва дни.,2014 авг.,,,,
Шар,Марутинский,Круглица,ПЕТРоВ ПоСТ,пост с 16 июня по 11 июля,"А это был ПетрОв Пост, двенадцатого июля кончился, а начинается на две недели раньше.",2014 авг.,,,,
Мак,Княжевский,Макарьев,ПЕТРоВ ПоСТ,двухнедельный пост до 12 июля,"Петров Пост до Петров и Павлов. Это рыбный пост, всё рыбу ели.",2022 лето,,,,
Вохом,Сосновский,Киричата,ПЕТРоВ ПРаЗДНИК,двухнедельный пост перед днем Петра и Павла,"Летом бывает ЗАговенье. На ПетрОв ПОст ‒ так на Козловке всегда гуляли. ПетрОв ПОст ‒ две недели, ЗАговенье еще не кончилось: 12 июля ПетрА и ПАвла праздник, перед днем ПетрА и ПАвла. Две недели от ЗАговенья до ПетрА и Павла.",2012 лето,,,,
Пыщ,Пыщугский,Пыщуг,ПЕТРоВКА,12 июля,"В Зубарях-то мы ПетрОв день справляли, ПетрОв прАздник.",2015 лето,,,,
Пав,Петропавловский,Петропавловское,ПЕТРоВКИ,"праздник в д. Кукшинга Петропавловского с/с, отмечаемый 11 июля (н. ст.)","На КукшИнге гуляли накануне ПетрОва дня, в ПетрОвку. ПетрОв день отмечали в селе у нас.",2009 авг.,Ср. ПЕТРоВ ДеНЬ.,,,
Парф,Ширский,Никулино,ПЕТРоВКИ,"праздник, отмечаемый в д. Никулино Ширского с/с 12 июля","К ПетрОвкам начинала трава гореть. НакАшивали много. Три дня праздновали, а потОм уезжали в поле работать.",2006 авг.,,,,
Пав,Петропавловский,Кукшинга,ПЕТРоВКИ,праздник Петров день (12 июля),"ПетрОвки бывАли, пивА варИли.",2009 авг.,,,,
Мак,Княжевский,Макарьев,ПЕТРоВКИ,12 июля,"Ну, скажут, шелудивый поросёнок в Петровки замёрз: не может такого быть. Петровки-то в жару бывают.",2022 лето,,,,
Шар,Шангский,Николо-Шанга,ПЕТРоВО ГОВиНЬЕ,"Праздник Петров День, 12 июля в дд. Шангского с/с","ФИлино, БычИха, НадЁжино ‒ ПетрОвки, ПетрОв ДЕнь, двенадцатое июля. Петры и Павлы поздравляются.",2013 лето,,,,
Шар,Троицкий,Медведица,ПЕТРоВО ГОВиНЬЕ,пост перед 12 июля (праздник св. Петра и Павла),"А ПетрОво говИньё перед ПетрОвым днём, двенАдцатого иЮня.",2012 лето,,,,
Пыщ,Пыщугский,Пыщуг,ПЕТРоВО ГОВиНЬЕ,пост перед 12 июля (день Петра и Павла),,2015 лето,,,,
Вохом,Сосновский,Конница,ПЕТРоВО ГОВиНЬЁ,"июньский пост перед Петровым днём, длящийся 4 недели","""Маленький это ПетрОво ГовИньё ‒ четыре ли, шесть ли недель, а тут пО две недели есть, неодинаково, какое Говиньё. // ПетрОво ГовИньё перед ПетрОвым днём. // ЯИшно ЗАговеньё после Троицы через неделю, от его до ПетрОва дня ‒ это ПетрОво ГовИньё.""",2012 лето,,,,
Вохом,Сосновский,Осипино,ПЕТРоВСКАЯ,"июньский пост перед Петровым днём, длящийся 4 недели",ПетрОво ГовИнье вот не так давно было. Летом за сенокосом жара такая была.,2012 лето,,,,
Окт,Покровский,Клюкино,ПЕТРоВСКАЯ,12 июля,"Петровскую репу позже садили, о ПетрОвскую. Ёй всю зиму ели, она не трескалась. А весенняя трескалась.",2011 февраль,,,,
Окт,Покровский,Даровая,ПЕТРоВСКАЯ,12 июля,До ПетрОвской убЕй одногО паутА ‒ прибУдёт сто паутОв. После ПетрОвской убЕй одногО ‒ ста не бУдёт. (об исчезновении паутов после 12 июля),2011 февраль,,,,
Окт,Луптюгский,Афонино,ПЕТРоВСКАЯ,"день свв. Петра и Павла, 12 июля",,2011 авг.,< б. д. Аристовцы Новинский с/с,,,
Окт,Покровский,Катушенки,ПЕТРоВСКАЯ,"день апп. Петра и Павла, 12 июля по н. ст.",ПетрОвская тОлько одИн день (празднуется).,2011 февраль,,,,
Окт,Покровский,Боговарово,ПЕТРоВСКАЯ,праздник в с. Боговарово Покровского с/с (12 июля),"ПетрОвская у нас, у нас новый-то праздник ""Мы с ВетлУги-рекИ"" в ПетрОвскую.",2011 февраль,,,,
Окт,Покровский,Филино,ПЕТРоВСКАЯ,"праздник, отмечаемый в с. Боговарово Покровского с/с 12 июля",В БоговАрове прАздновали ПетрОвскую.,2011 февраль,,,,
Окт,Покровский,Боговарово,ПЕТРоВСКАЯ,"день апп. Петра и Павла, 12 июля по н. ст.","ПетрОвская пройдЁт, дак паутОв мЕньше бУдет.",2011 февраль,,,,
Вохом,Обуховский,Жаровская,ПЕТРоВСКАЯ,церковный праздник 15 июля,"По старинЕ начинАли косИть с 9 иЮля, ТИхвинской или 15 иЮля, ПетрОвской.",2012 лето,,,,
Окт,Покровский,Боговарово,ПЕТРоВСКИЕ,"праздник, отмечаемый в с. Боговарово Покровского с/с Октябрского р-на 12 июля","В ДУхов день игришшА на Выставке, ТрОицкая ‒ в ТрОице, ВознесЕньев ‒ на ПустОшке, ПетрОвскую в БоговАрове праздновали.",2012 лето,,,,
Окт,Сивцевский,Останино,ПЕТРоВСКИЕ,12 июля,"Осы, паутЫ до ПетрОвских живУт.",2011 февраль,,,,
Вохом,Бельковский,Латышово,ПЕТРоВСКИЙ ДеНЬ,"день Петра и Павла, отмечаемый 12 июля","Петра и Павла двенадцатого июля, ПетрОвские, наверно, гармошка-то играла, плясали.",2011 февраль,,,,
Вохом,Тихоновский,Питер,ПЕТРоВЩИНА,праздник Петров День ,ПетрОвский День отмечали в деревне ПетропАвловское 12 июля.,2011 авг.,,,,
Окт,Покровский,Боговарово,ПЕТРоВЩИНА,"праздник, отмечаемый 12 июля (н. ст.) в Боговарово Покровского с/с, день св. Петра и Павла","ИльИнщина, в СоловЕцком всю жизнь отмечАют ИльИнщину, в БоговАрове ‒ ПетрОвщину, ВознесЕньев День ‒ в ВОхме.",2011 авг.,,,,
Окт,Стариковский,Огурцы,ПЕТРОПаВЕЛ,12 июля,ПетрОвшшина и ИльИншшина бЫли.,2011 авг.,,,,
С-Гал,Солигаличский,Копосово,ПЕТРОПаВЕЛ,Петров день (12.06.),"ПетропАвел час убАвил, а ИльЯ ПрорОк ‒ два уволОк.",2003 июль,,,,
С-Гал,Верхне-Березовецкий,Тыково,ПЕТРы,"праздник, отмечаемый 12 июля в д. Коротково Верхне-Березовецкого с/с","ПетропАвел в КороткОве, начинАли с егО сенокОс.",2003 июль,,,,
Мант,Мословский,Карьково,ПЕТРы,"праздник, отмечаемый в д. Карьково Мословского с/с 12 июля","В Карьково ПетрОв дЕнь был, ПетрЫ ‒ 12 июля.",2023 лето,ПЕТРоВ ДеНЬ,,,
Мак,Усть-Нейский,Рокульское,ПЕТРы,12 июля,"Сенокоса нет до Петров, с Петров начинают травку косить.",2022 лето,,,,
Мак,Вознесенский,Инково,ПЕТРы,Петров день (12 июля),"ПетрЫ ‒ вторОй был прАздник, а пЕрвый ‒ КазАнска.",2004 авг.,,,,
Шар,Заболотский,Балаболиха,ПЕТРы,праздник 12 июня,"""ПетрЫ ‒ оне 12 июня, а потом идёшь ко мне [= в д. Заводь], СпАсы отгАщивать, а потом на ФролЫ. ГостИлися. Обычно на ПетрЫ купали коней. Оне будут сенокос работать.""",2014 авг.,,,,
Шар,Заболотский,Балаболиха,ПЕТРы,"день св. Петра и Павла, 12 июля в дд. Заболотского с/с","ПетрЫ-то наш праздник. Это Заболотье, Починок, Колобовка, Пономарёво.",2014 авг.,,,,
Шар,Катунинский,Печенкино,ПЕТРы,12 июля,"Если у нас ПетрЫ ‒ так у нас гулянье. ПетрЫ 12-го июля, ПетрЫ отгуляют ‒ и начинают косить. // Гроза почти каждый праздник живЁт: и на ПетрЫ живЁт, и на БогорОдицын день.",2014 авг.,,,,
Шар,Троицкий,Колесиха,ПЕТРы,"престольный праздник в д. Киево Троицкого с/с, отмечаемый 12 июля",,2012 лето,,,,
Шар,Заболотский,Балаболиха,ПЕТРы,день св. Петра и Павла ‒ 12 июля в д. КолобовкаЗаболотского с/с,Петры ‒ это наш был колобовский праздник. (в д. Колобовка).,2014 авг.,вар. ПЕТРы И ПаВЛЫ,,,
Мак,Николо-Макаровский,Николо-Макарово,ПЕТРы,"праздник, отмечаемый 12 июля в дд. Могилево, Авксентьево, Осиево Николо-Макаровского с/с. День апостолов Петра и Павла","В каждой деревне свои праздники, в деревнях Могил'Ово, АвксЕнтьево, ОсИево были ПетрЫ.",2022 лето,,,,
Шар,Заболотский,Заболотье,ПЕТРы,"церковный праздник, отмечаемый 12 июля в с. Заболотье Заболотского с/с","ПетрЫ ‒ самый главный летний праздник, всем селом собирались, Это был нашего села праздник.",2014 авг.,,,,
Шар,Заболотский,Заболотье,ПЕТРы,"престольный праздник, день апостолов Петра и Павла в Заболотье Заболотского с/с","У каждой деревни свой праздник, мы в Заболотье ПетрЫ праздновали.",2014 авг.,,,,
Шар,Троицкий,Троицкое,ПЕТРы,"день апостолов Петра и Павла, 12 июля в д. Колесиха Троицкого с/с","ИльИн день в ТОлшме, ТрОица у нас в селЕ, ПреображЁнки в Аристихе, в КолЕсихе ПетрЫ и БогорОдица, в КИеве ПетрЫ. ИвАны в АнОхино.",2012 лето,ПЕТРы И ПаВЛЫ,,,
Шар,Троицкий,Троицкое,ПЕТРы ,день св. апостолов Петра и Павла (12 июля н. ст.) в д. Киево Троицкого с/с,А в КИеве ‒ там ПетрЫ двенАдцатого иЮля.,2012 лето,,,,
Мак,Вознесенский,Сокорново,ПЕТРы ДА ПаВЛЫ,"день св. апостолов Петра и Павла, отмечаемый 12 июля в д. Ефимово Вознесенского с/с","В Ефимове гуляли ПетрЫ и ПАвлы, я с Пашей познакомилась на ПетрАх.",2022 лето,ПЕТРы и ПаВЛЫ,,,
Вохом,Маручатский,Погорелка,ПЕТРы И ПаВЛЫ,день апостолов Петра и Павла (12 июля),"А вот я скажу, в какой день не женятся. ПетрЫ да ПАвлы. Зуд женится, зудИха взамуж идет. Сенокос, недосуг.",2011 авг.,,,,
Ост,Воскресенский,Воскресенское,ПЕТРы И ПАВЛы,"праздник, отмечаемый 12 июля в Воскресенском с/с","После ПетрОв и ПАвлов, после 12 июля, начинался сенокос.",2023 лето,,,,
Мак,Красногорский,Сосновка,ПЕТРы И ПаВЛЫ,12 июля,"Раньше говорили ПЁтр и ПАвел час убавил, ИльЯ ПрорОк два уволок",2022 лето,,,,
Мак,Сивковский,Торино,ПЕТРы И ПАВЛы,12 июля,ПЁтр и ПАвел час убавил.,2022 лето,,,,
Мак,Усть-Нейский,Киселиха,ПЕТРы И ПаВЛЫ,12 июля,"Пасха попадала в ПетрЫ и ПавлЫ, они двенадцатого бывают, говорили, по ПетрАм и ПавлАм надо было ориентироваться. Мольба в первое воскресенье после ПетрОв и ПавлОв.",2022 лето,,,,
Мак,Вознесенский,Сокорново,ПЕТРы И ПаВЛЫ,"день св. апостолов Петра и Павла, отмечаемый 12 июля по н.ст. в д. Ефимово Вознесенского с/с","В Ефимове гуляли ПетрЫ и ПАвлы, я с Пашей познакомилась на ПетрАх.",2022 лето,ПЕТРы,,,
Пав,Петропавловский,Шумково,ПЕТРы И ПаВЛЫ,"праздник, отмечаемый 12 июля в д. Шумково Петропавловского с/с",На ПетрЫ и ПАвлы снаряжАлись в шелкОвики на Игрища.,2009 авг.,,,,
Шар,Одоевский,Нежданово,ПЕТРы И ПаВЛЫ,"престольный праздник, отмечаемый в б. дд. Мишино, Коробичиха, Утюниха Одоевского с/с 12 июля",,2012 лето,"< Слепниха, Васил. с/с",,,
Шар,Поляшовский,Быниха,ПЕТРы И ПаВЛЫ,12 июля,"ПетрЫ и ПАвлы 12 июля. Отец у меня Пётр, перед кусочком отца помянула.",2015 лето,,,,
Шар,Ивановский,Берзиха,ПЕТРы И ПаВЛЫ,"Петры и Павлы 12 июля, в лес идут за ягодами.",,2022 лето,,,,
Шар,Головинский,Головино1,ПЕТРы И ПаВЛЫ,13 июля ‒ день начала сенокосных работ,"ПетрЫ и ПАвлы ‒ начинали косить. На ВАгриху (топ.) ездили на две недели, делали там шалаши. ПетрЫ и ПАвлы ‒ 13 июля.",2013 лето,,,,
Шар,Конёвский,Подолиха,ПЕТРы И ПаВЛЫ,"12 июля, день апп. Петра и Павла","После ПетрОв и ПАвлов слепнИ исчезают. Кобылью голову слепнЯм отдадут, и они исчезнут.",2012 лето,,,,
Шар,Шангский,Осипово,ПЕТРы И ПаВЛЫ,"Праздник, 12 июля","Потом вот был ПетрОв ДЕнь, здесь вот у нас, в Осипове, ПетрЫ и ПАвлы, двенадцатого.",2013 лето,,,,
Шар,Одоевский,Старково,ПЕТРы И ПаВЛЫ,12 июля,С ЕгОрия кокУшка кокУет и до ПетрОв и ПАвлов.,2012 лето,,,,
Шар,Шангский,Ширикалиха,ПЕТРы И ПаВЛЫ,"Праздник, 12 июля","ПетрЫ и ПАвлы были не больно давно, 12 июля.",2013 лето,,,,
Шар,Заболотский,Балаболиха,ПЕТРы И ПаВЛЫ,день св. Петра и Павла ‒ 12 июля в д. Колобовка Заболотского с/с,"ПетрЫ и ПАвлы ‒ это наш праздник, это в Колобовке.",2014 авг.,,,,
Шар,Троицкий,Руданиха,ПЕТРы И ПаВЛЫ,"день свв. Петра и Павла, 12 июля","ТИхвинская икОна 9 иЮля, а ПетрЫ и ПАвлы 12 иЮля",2012 лето,,,,
